ENTRY	DEFINITION	EC
K16593	pimeloyl-[acyl-carrier protein] synthase	1.14.14.46
K16594	leucine-rich repeat-containing protein 36
K16595	C-C motif chemokine 13
K16596	C-C motif chemokine 8
K16597	C-C motif chemokine 11
K16598	C-C motif chemokine 27
K16599	tubulin polyglutamylase TTLL1	6.-.-.-
K16600	tubulin polyglutamylase TTLL2	6.-.-.-
K16601	tubulin polyglutamylase TTLL4	6.-.-.-
K16602	tubulin polyglutamylase TTLL5	6.-.-.-
K16603	tubulin polyglutamylase TTLL9	6.-.-.-
K16604	tubulin polyglutamylase TTLL11	6.-.-.-
K16605	tubulin polyglutamylase complex subunit 2
K16606	leucine-rich repeat-containing protein 49
K16607	nicolin-1
K16608	tubulin monoglycylase TTLL3/8	6.3.2.-
K16609	tubulin--tyrosine ligase-like protein 12
K16610	tubulin monoglycylase TTLL15
K16611	protein HOOK2
K16612	protein HOOK1
K16613	ornithine decarboxylase antizyme 2
K16614	ornithine decarboxylase antizyme 3
K16615	actin-related protein 7, plant
K16616	actin-related protein 8, plant
K16617	collagen type XIII alpha
K16618	DNA polymerase nu	2.7.7.7
K16619	phospholipase C / alpha-toxin	3.1.4.3
K16620	bone morphogenetic protein 6
K16621	bone morphogenetic protein 7
K16622	bone morphogenetic protein 8
K16623	botulinum neurotoxin type non-toxic component
K16624	main hemagglutinin component
K16625	hemagglutinin component HA-17
K16626	hemagglutinin components HA-22/23/53
K16627	superoxide dismutase, Cu-Zn family	1.15.1.1
K16628	collagen type VII alpha
K16629	collagen type XXI alpha
K16630	collagen type XXII alpha
K16631	angiogenin	3.1.27.-
K16632	ribonuclease 4	3.1.27.-
K16633	ribonuclease 11	3.1.27.-
K16634	ribonuclease inhibitor
K16635	exoenzyme S
K16636	exoenzyme T
K16637	adenylate cyclase ExoY
K16638	exoenzyme U
K16639	endoribonuclease LACTB2	3.1.27.-
K16640	DNA-binding protein 7	3.1.27.-
K16641	hepatoma-derived growth factor
K16642	pleiotrophin
K16643	glia-derived nexin
K16644	actin-assembly inducing protein
K16645	heparin binding hemagglutinin HbhA
K16646	annexin A5
K16647	arabinofuranan 3-O-arabinosyltransferase	2.4.2.47
K16648	arabinofuranan 3-O-arabinosyltransferase	2.4.2.-
K16649	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase	2.4.1.287
K16650	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	2.4.1.288
K16651	L-threonine kinase	2.7.1.177
K16652	decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase	1.1.1.333
K16653	decaprenylphospho-beta-D-ribofuranose 2-oxidase	1.1.98.3
K16654	spore-specific protein
K16655	melanoma inhibitory activity protein
K16656	neurexophilin-1
K16657	neurexophilin-2
K16658	neurexophilin-3
K16659	reticulon-4 receptor
K16660	reticulon-4 receptor-like 1
K16661	reticulon-4 receptor-like 2
K16662	receptor-type tyrosine-protein phosphatase U	3.1.3.48
K16663	CMRF35-like molecule 9
K16664	endomucin
K16665	leucine-rich repeat transmembrane neuronal protein 1/2
K16666	oligodendrocyte myelin glycoprotein
K16667	receptor-type tyrosine-protein phosphatase gamma	3.1.3.48
K16668	transmembrane and immunoglobulin domain-containing protein 2
K16669	protocadherin Fat 4
K16670	homeobox protein Meis2
K16671	homeobox protein Meis3
K16672	homeobox protein homothorax
K16673	LIX1-like protein
K16674	four-jointed box protein 1
K16675	palmitoyltransferase ZDHHC9/14/18	2.3.1.225
K16676	lipoma-prefererred partner
K16677	dachs
K16678	eiger
K16679	wengen
K16680	echinoid
K16681	protein crumbs
K16682	LIM domain-containing protein
K16683	protein expanded
K16684	merlin
K16685	protein KIBRA
K16686	scaffold protein salvador
K16687	transcriptional coactivator YAP1
K16688	diaphanous
K16689	unpaired
K16690	protein vein
K16691	keren
K16692	tyrosine-protein kinase Etk/Wzc	2.7.10.-
K16693	enterobacterial common antigen flippase
K16694	teichuronic acid exporter
K16695	lipopolysaccharide exporter
K16696	exopolysaccharide (amylovoran) exporter
K16697	teichuronic acid biosynthesis glycosyltransferase TuaC	2.4.-.-
K16698	teichuronic acid biosynthesis glycosyltransferase TuaG	2.4.-.-
K16699	teichuronic acid biosynthesis glycosyltransferase TuaH	2.4.-.-
K16700	amylovoran biosynthesis glycosyltransferase AmsB	2.4.-.-
K16701	amylovoran biosynthesis glycosyltransferase AmsD	2.4.-.-
K16702	amylovoran biosynthesis glycosyltransferase AmsE	2.4.-.-
K16703	colanic acid/amylovoran biosynthesis glycosyltransferase	2.4.-.-
K16704	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	2.3.1.210
K16705	teichuronic acid biosynthesis protein TuaE
K16706	teichuronic acid biosynthesis protein TuaF
K16707	UDP-galactose-lipid carrier transferase
K16708	amylovoran biosynthesis protein AmsC
K16709	amylovoran biosynthesis protein AmsF
K16710	colanic acid/amylovoran biosynthesis protein
K16711	colanic acid biosynthesis protein WcaM
K16712	EPS I polysaccharide export inner membrane protein EpsE
K16713	EPS I polysaccharide export inner membrane protein EpsF
K16714	anastral spindle 1
K16715	anastral spindle 2
K16717	centrosomal protein CEP97
K16718	centrosomin
K16719	regulatory NSL complex subunit 3
K16720	reduction in cnn dots 2
K16721	reduction in cnn dots 4
K16722	spindle-defective protein 2
K16724	SCL-interrupting locus protein
K16725	centrosomal protein CEP192
K16726	ankyrin repeat domain-containing protein 17
K16727	Rho guanine nucleotide exchange factor 10
K16728	centrosomal protein CEP152
K16729	cysteine and histidine-rich domain-containing protein
K16731	golgin subfamily A member 1
K16732	Ase1/PRC1/MAP65 family protein
K16733	Rac GTPase-activating protein 1
K16734	SAC3 domain-containing protein 1
K16735	integrin beta-1-binding protein 2
K16736	bantam
K16737	protein ZNF365
K16738	nuclear distribution protein NudE
K16739	nuclear distribution protein NudE-like 1
K16740	jouberin
K16741	alstrom syndrome protein 1
K16742	ADP-ribosylation factor-like protein 2-binding protein
K16743	abnormal spindle-like microcephaly-associated protein
K16744	B9 domain-containing protein 1
K16745	B9 domain-containing protein 2
K16746	Bardet-Biedl syndrome 1 protein
K16747	Bardet-Biedl syndrome 2 protein
K16748	Bardet-Biedl syndrome 5 protein
K16749	Bardet-Biedl syndrome 7 protein
K16750	biogenesis of lysosome-related organelles complex 1 subunit 2
K16751	C2 domain-containing protein 3
K16752	coiled-coil domain-containing protein 15
K16753	coiled-coil domain-containing protein 34
K16754	centrosomal protein CEP83
K16755	coiled-coil domain-containing protein 61
K16756	BICD family-like cargo adapter
K16757	coiled-coil domain-containing protein 77
K16758	coiled-coil domain-containing protein 85B
K16759	coiled-coil domain-containing protein 102
K16760	coiled-coil alpha-helical rod protein 1
K16761	centrosomal protein CEP44
K16762	centrosomal protein CEP57
K16763	centrosomal protein CEP63
K16764	centrosomal protein CEP68
K16765	centrosomal protein CEP78
K16766	centrosomal protein CEP85
K16767	centrosomal protein CEP112
K16768	centrosomal protein CEP350
K16769	cytoskeleton-associated protein 2
K16770	centriolin
K16771	centrosome and spindle pole-associated protein 1
K16772	protein FAM161A
K16773	fragile-site associated tumor suppressor
K16774	IQ calmodulin-binding motif-containing protein 1
K16775	M-phase phosphoprotein 9
K16776	neuron navigator 1
K16777	neuralized-like protein 4
K16778	podoplanin
K16779	Rab-3A-interacting protein
K16780	sjoegren syndrome nuclear autoantigen 1
K16781	tetratricopeptide repeat protein 8
K16782	neuralized-like protein 2
K16783	biotin transport system permease protein
K16784	biotin transport system ATP-binding protein	7.6.2.-
K16785	energy-coupling factor transport system permease protein
K16786	energy-coupling factor transport system ATP-binding protein	7.-.-.-
K16787	energy-coupling factor transport system ATP-binding protein	7.-.-.-
K16788	niacin transporter
K16789	thiamine transporter
K16790	mothers against decapentaplegic homolog 5
K16791	mothers against decapentaplegic homolog 9
K16792	methanogen homoaconitase large subunit	4.2.1.114
K16793	methanogen homoaconitase small subunit	4.2.1.114
K16794	platelet-activating factor acetylhydrolase IB subunit alpha
K16795	platelet-activating factor acetylhydrolase IB subunit beta/gamma	3.1.1.47
K16796	transcription factor SOX2 (SOX group B)
K16797	zinc finger protein GLI1
K16798	zinc finger protein GLI2
K16799	transcriptional activator cubitus interruptus
K16800	aurora kinase A and ninein-interacting protein
K16801	centrosomal protein CEP19
K16802	centrosomal protein CEP70
K16803	cytoskeleton-associated protein 5
K16804	disks large-associated protein 5
K16805	protein FAM83D
K16806	MAP7 domain-containing protein 1
K16807	MAP7 domain-containing protein 3
K16808	nuclear mitotic apparatus protein 1
K16809	centrosomal protein CEP162
K16810	TBCC domain-containing protein 1
K16811	trichoplein keratin filament-binding protein
K16812	targeting protein for Xklp2
K16813	omega-hydroxyceramide transacylase	2.3.1.296
K16814	patatin-like phospholipase domain-containing protein 5	3.1.1.-
K16815	calcium-independent phospholipase A2-gamma
K16816	patatin-like phospholipase domain-containing protein 2	3.1.1.3
K16817	HRAS-like suppressor 3	3.1.1.32 3.1.1.4
K16818	phospholipase A1	3.1.1.32
K16819	angiomotin
K16820	WW domain-containing transcription regulator protein 1
K16821	FERM domain-containing protein 1
K16822	FERM domain-containing protein 6
K16823	apoptosis-stimulating of p53 protein 2
K16824	low affinity immunoglobulin gamma Fc receptor II-c
K16825	carcinoembryonic antigen-related cell adhesion molecule 19
K16826	signal-regulatory protein beta 2
K16827	signal-regulatory protein delta
K16828	pimples
K16829	protein three rows
K16830	aurora kinase A-interacting protein
K16831	protein aurora borealis
K16832	enhancer of filamentation 1
K16833	protein phosphatase inhibitor 2
K16834	sclerostin
K16835	cholesteryl ester transfer protein
K16836	T-cell leukemia/lymphoma 1B
K16837	mature T-cell proliferation-1 type B1
K16838	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	1.7.3.3 4.1.1.97
K16839	FAD-dependent urate hydroxylase	1.14.13.113
K16840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	4.1.1.97
K16841	allantoin racemase	5.1.99.3
K16842	allantoinase	3.5.2.5
K16843	(S)-sulfolactate dehydrogenase	1.1.1.310
K16844	(2R)-3-sulfolactate dehydrogenase (NADP+)	1.1.1.338
K16845	(2R)-sulfolactate sulfo-lyase subunit alpha	4.4.1.24
K16846	(2R)-sulfolactate sulfo-lyase subunit beta	4.4.1.24
K16847	T-lymphoma invasion and metastasis-inducing protein 2
K16848	Ras GTPase-activating-like protein IQGAP1
K16849	altronate dehydratase small subunit	4.2.1.7
K16850	altronate dehydratase large subunit	4.2.1.7
K16851	high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor
K16852	SLAM family member 6
K16853	SLAM family member 8
K16854	ecotropic viral integration site 2B protein
K16855	U8 snoRNA-decapping enzyme	3.6.1.62 3.6.1.64
K16856	ureidoglycolate lyase	4.3.2.3
K16857	thrombospondin 1
K16858	vascular endothelial growth factor B
K16859	placenta growth factor
K16860	phospholipase D3/4	3.1.4.4
K16861	inactive phospholipase D5
K16862	mitochondrial cardiolipin hydrolase	3.1.4.-
K16863	microRNA 21
K16864	microRNA 10a
K16865	programmed cell death protein 4
K16866	metalloproteinase inhibitor 3
K16867	NUDT16-like protein 1
K16868	tellurite methyltransferase	2.1.1.265
K16869	octanoyl-[GcvH]:protein N-octanoyltransferase	2.3.1.204
K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	2.4.1.289
K16871	4-aminobutyrate---pyruvate transaminase	2.6.1.96
K16872	beta-ketodecanoyl-[acyl-carrier-protein] synthase	2.3.1.207
K16873	5-(hydroxymethyl)furfural/furfural oxidase	1.1.3.47 1.1.3.-
K16874	2,5-furandicarboxylate decarboxylase 1
K16875	2,5-furandicarboxylate decarboxylase 2
K16876	2-furoate---CoA ligase	6.2.1.31
K16877	2-furoyl-CoA dehydrogenase large subunit	1.3.99.8
K16878	2-furoyl-CoA dehydrogenase FAD binding subunit	1.3.99.8
K16879	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit	1.3.99.8
K16880	2-oxoglutaroyl-CoA hydrolase
K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase	2.7.7.13 5.4.2.8
K16882	protein piccolo
K16883	heat-stable enterotoxin STa/STI
K16884	heat-stable enterotoxin STb/STII
K16885	quinone-modifying oxidoreductase, subunit QmoA
K16886	quinone-modifying oxidoreductase, subunit QmoB
K16887	quinone-modifying oxidoreductase, subunit QmoC
K16888	zinc-activated ligand-gated ion channel
K16889	cation channel sperm-associated protein 1
K16890	cation channel sperm-associated protein 2
K16891	cation channel sperm-associated protein 3
K16892	cation channel sperm-associated protein 4
K16893	cation channel sperm-associated protein subunit beta
K16894	cation channel sperm-associated protein subunit gamma
K16895	cation channel sperm-associated protein subunit delta
K16896	two pore calcium channel protein 1
K16897	two pore calcium channel protein 3
K16898	ATP-dependent helicase/nuclease subunit A	3.1.-.- 3.6.4.12
K16899	ATP-dependent helicase/nuclease subunit B	3.1.-.- 3.6.4.12
K16900	two pore calcium channel protein, plant
K16901	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase	1.14.14.8 1.14.14.9
K16902	FAD reductase [NAD(P)H]	1.5.1.45
K16903	L-tryptophan---pyruvate aminotransferase	2.6.1.99
K16904	dCTP diphosphatase	3.6.1.12
K16905	fluoroquinolone transport system permease protein
K16906	fluoroquinolone transport system permease protein
K16907	fluoroquinolone transport system ATP-binding protein	7.6.2.-
K16908	chloroplast NAD(P)H dehydrogenase	1.6.99.-
K16909	disintegrin and metalloproteinase domain-containing protein 18	3.4.24.-
K16910	receptor-type tyrosine-protein phosphatase Q	3.1.3.48
K16911	ATP-dependent RNA helicase DDX21	3.6.4.13
K16912	ribosomal biogenesis protein LAS1
K16913	proline-, glutamic acid- and leucine-rich protein 1
K16914	bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.14.11.- 1.14.11.27
K16915	nickel transport protein
K16916	putative peptide transport system permease protein
K16917	putative peptide transport system ATP-binding protein
K16918	acetoin utilization transport system permease protein
K16919	acetoin utilization transport system permease protein
K16920	acetoin utilization transport system ATP-binding protein
K16921	acetoin utilization transport system ATP-binding protein
K16922	putative peptide zinc metalloprotease protein
K16923	energy-coupling factor transport system substrate-specific component
K16924	energy-coupling factor transport system substrate-specific component
K16925	energy-coupling factor transport system permease protein
K16926	energy-coupling factor transport system substrate-specific component
K16927	energy-coupling factor transport system substrate-specific component
K16928	energy-coupling factor transport system substrate-specific component
K16929	energy-coupling factor transport system substrate-specific component
K16930	tRNA(cytosine8) deaminase	3.5.4.35
K16931	steroidogenic acute regulatory protein, mitochondrial
K16932	C->U-editing enzyme APOBEC1	3.5.4.36
K16933	heme bearing subunit I of the terminal oxidase
K16934	terminal oxidase subunit
K16935	terminal oxidase small hydrophobic subunit
K16936	thiosulfate dehydrogenase (quinone) small subunit	1.8.5.2
K16937	thiosulfate dehydrogenase (quinone) large subunit	1.8.5.2
K16938	septin 3/9/12
K16939	septin 6/8/11
K16940	septin 10
K16941	septin 14
K16942	septin 2
K16943	septin 4
K16944	septin 7
K16945	cell division control protein 11
K16946	seventh homolog of septin 1
K16947	sporulation-regulated protein 28
K16948	cell division control protein 12
K16949	amine sulfotransferase	2.8.2.3
K16950	anaerobic sulfite reductase subunit A
K16951	anaerobic sulfite reductase subunit B
K16952	sulfur oxygenase/reductase	1.13.11.55
K16953	dimethylpropiothetin dethiomethylase	4.4.1.3
K16954	methylthiol:coenzyme M methyltransferase	2.1.1.251
K16955	methylated-thiol--corrinoid protein
K16956	L-cystine transport system substrate-binding protein
K16957	L-cystine transport system substrate-binding protein
K16958	L-cystine transport system permease protein
K16959	L-cystine transport system permease protein
K16960	L-cystine transport system ATP-binding protein	7.4.2.1
K16961	putative S-methylcysteine transport system substrate-binding protein
K16962	putative S-methylcysteine transport system permease protein
K16963	putative S-methylcysteine transport system ATP-binding protein
K16964	dimethylsulfide dehydrogenase subunit alpha	1.8.2.4
K16965	dimethylsulfide dehydrogenase subunit beta
K16966	dimethylsulfide dehydrogenase subunit gamma
K16967	dimethyl-sulfide monooxygenase	1.14.13.131
K16968	methanesulfonate monooxygenase subunit alpha	1.14.13.111
K16969	methanesulfonate monooxygenase subunit beta	1.14.13.111
K16970	microRNA 133a
K16971	microRNA 133b
K16972	microRNA 1
K16973	microRNA 206
K16974	microRNA 145
K16975	microRNA 203
K16976	microRNA 375
K16977	microRNA 9
K16978	microRNA 126
K16979	microRNA 218
K16980	microRNA let-7
K16981	microRNA 98
K16982	microRNA 34a
K16983	microRNA 34b
K16984	microRNA 26a
K16985	microRNA 26b
K16986	microRNA 15a
K16987	microRNA 15b
K16988	microRNA 16
K16989	microRNA 103
K16990	microRNA 497
K16991	microRNA 503
K16992	microRNA 424
K16993	microRNA 125a
K16994	microRNA 125b
K16995	microRNA 29a
K16996	microRNA 29b
K16997	microRNA 29c
K16998	microRNA 371
K16999	microRNA 372
K17000	microRNA 373
K17001	microRNA 223
K17002	microRNA 17
K17003	microRNA 18a
K17004	microRNA 18b
K17005	microRNA 19a
K17006	microRNA 20a
K17007	microRNA 20b
K17008	microRNA 92a
K17009	microRNA 155
K17010	microRNA 221
K17011	microRNA 222
K17012	microRNA 146a
